State,Time,Utilization
Processing,0.000000,0.708779
Busy,0.000000,0.708779
Generating,0.000000,0.708779
Collecting,0.000000,0.708779
Releasing,0.000000,0.708779
Conveying,0.000000,0.708779
Travel empty,1230082.809813,0.708779
Travel loaded,1553880.249912,0.708779
Offset travel empty,0.000000,0.708779
Offset travel loaded,0.000000,0.708779
Loading,751407.855362,0.708779
Unloading,751324.691030,0.708779
Setup,0.000000,0.708779
Utilize,0.000000,0.708779
Full,0.000000,0.708779
Not empty,0.000000,0.708779
Filling,0.000000,0.708779
Mixing,0.000000,0.708779
Flowing,0.000000,0.708779
Allocated idle,0.000000,0.708779
Change over,0.000000,0.708779
Preprocessing,0.000000,0.708779
Postprocessing,0.000000,0.708779
Inspecting,0.000000,0.708779
Operating,0.000000,0.708779
Purging,0.000000,0.708779
Cleaning,0.000000,0.708779
Accelerating,0.000000,0.708779
Maxspeed,0.000000,0.708779
Decelerating,0.000000,0.708779
Accumulating,0.000000,0.708779
Idle,518208.651653,0.708779
Blocked,1092515.742229,0.708779
Empty,0.000000,0.708779
Waiting for operator,150580.000000,0.708779
Waiting for transporter,0.000000,0.708779
Breakdown,0.000000,0.708779
Down,0.000000,0.708779
Starved,0.000000,0.708779
Repair,0.000000,0.708779
Maintenance,0.000000,0.708779
Lunch,0.000000,0.708779
On break,0.000000,0.708779
Suspend,0.000000,0.708779
Available,0.000000,0.708779
Standby,0.000000,0.708779
Stopped,0.000000,0.708779
Waiting,0.000000,0.708779
