State,Time,Utilization
Processing,0.000000,0.807868
Busy,0.000000,0.807868
Generating,0.000000,0.807868
Collecting,0.000000,0.807868
Releasing,0.000000,0.807868
Parking,0.000000,0.807868
Conveying,0.000000,0.807868
Travel empty,369560.994272,0.807868
Travel loaded,843390.500760,0.807868
Offset travel empty,0.000000,0.807868
Offset travel loaded,0.000000,0.807868
Loading,615073.486363,0.807868
Unloading,614966.889977,0.807868
Setup,0.000000,0.807868
Utilize,0.000000,0.807868
Full,0.000000,0.807868
Not empty,0.000000,0.807868
Filling,0.000000,0.807868
Mixing,0.000000,0.807868
Flowing,0.000000,0.807868
Allocated idle,0.000000,0.807868
Change over,0.000000,0.807868
Preprocessing,0.000000,0.807868
Postprocessing,0.000000,0.807868
Inspecting,0.000000,0.807868
Operating,0.000000,0.807868
Purging,0.000000,0.807868
Cleaning,0.000000,0.807868
Accelerating,0.000000,0.807868
Maxspeed,0.000000,0.807868
Decelerating,0.000000,0.807868
Accumulating,0.000000,0.807868
Idle,279014.143083,0.807868
Blocked,301993.985545,0.807868
Empty,0.000000,0.807868
Waiting for transporter,0.000000,0.807868
Breakdown,0.000000,0.807868
Down,0.000000,0.807868
Starved,0.000000,0.807868
Repair,0.000000,0.807868
Maintenance,0.000000,0.807868
Lunch,0.000000,0.807868
On break,0.000000,0.807868
Suspend,0.000000,0.807868
Available,0.000000,0.807868
Standby,0.000000,0.807868
Stopped,0.000000,0.807868
Waiting,0.000000,0.807868
