State,Time,Utilization
Processing,0.000000,0.915875
Busy,0.000000,0.915875
Generating,0.000000,0.915875
Collecting,0.000000,0.915875
Releasing,0.000000,0.915875
Parking,1120.000000,0.915875
Conveying,0.000000,0.915875
Travel empty,476789.251439,0.915875
Travel loaded,1028306.720432,0.915875
Offset travel empty,0.000000,0.915875
Offset travel loaded,0.000000,0.915875
Loading,631751.305568,0.915875
Unloading,631637.217020,0.915875
Setup,0.000000,0.915875
Utilize,0.000000,0.915875
Full,0.000000,0.915875
Not empty,0.000000,0.915875
Filling,0.000000,0.915875
Mixing,0.000000,0.915875
Flowing,0.000000,0.915875
Allocated idle,0.000000,0.915875
Change over,0.000000,0.915875
Preprocessing,0.000000,0.915875
Postprocessing,0.000000,0.915875
Inspecting,0.000000,0.915875
Operating,0.000000,0.915875
Purging,0.000000,0.915875
Cleaning,0.000000,0.915875
Accelerating,0.000000,0.915875
Maxspeed,0.000000,0.915875
Decelerating,0.000000,0.915875
Accumulating,0.000000,0.915875
Idle,87196.177705,0.915875
Blocked,167199.327834,0.915875
Empty,0.000000,0.915875
Waiting for transporter,0.000000,0.915875
Breakdown,0.000000,0.915875
Down,0.000000,0.915875
Starved,0.000000,0.915875
Repair,0.000000,0.915875
Maintenance,0.000000,0.915875
Lunch,0.000000,0.915875
On break,0.000000,0.915875
Suspend,0.000000,0.915875
Available,0.000000,0.915875
Standby,0.000000,0.915875
Stopped,0.000000,0.915875
Waiting,0.000000,0.915875
