State,Time,Utilization
Processing,0.000000,0.797658
Busy,0.000000,0.797658
Generating,0.000000,0.797658
Collecting,0.000000,0.797658
Releasing,0.000000,0.797658
Conveying,0.000000,0.797658
Travel empty,1907197.396975,0.797658
Travel loaded,1874431.496911,0.797658
Offset travel empty,0.000000,0.797658
Offset travel loaded,0.000000,0.797658
Loading,521323.717779,0.797658
Unloading,521280.000000,0.797658
Setup,0.000000,0.797658
Utilize,0.000000,0.797658
Full,0.000000,0.797658
Not empty,0.000000,0.797658
Filling,0.000000,0.797658
Mixing,0.000000,0.797658
Flowing,0.000000,0.797658
Allocated idle,0.000000,0.797658
Change over,0.000000,0.797658
Preprocessing,0.000000,0.797658
Postprocessing,0.000000,0.797658
Inspecting,0.000000,0.797658
Operating,0.000000,0.797658
Purging,0.000000,0.797658
Cleaning,0.000000,0.797658
Accelerating,0.000000,0.797658
Maxspeed,0.000000,0.797658
Decelerating,0.000000,0.797658
Accumulating,0.000000,0.797658
Idle,725030.664519,0.797658
Blocked,498706.723816,0.797658
Empty,0.000000,0.797658
Waiting for operator,30.000000,0.797658
Waiting for transporter,0.000000,0.797658
Breakdown,0.000000,0.797658
Down,0.000000,0.797658
Starved,0.000000,0.797658
Repair,0.000000,0.797658
Maintenance,0.000000,0.797658
Lunch,0.000000,0.797658
On break,0.000000,0.797658
Suspend,0.000000,0.797658
Available,0.000000,0.797658
Standby,0.000000,0.797658
Stopped,0.000000,0.797658
Waiting,0.000000,0.797658
