State,Time,Utilization
Processing,0.000000,0.922826
Busy,0.000000,0.922826
Generating,0.000000,0.922826
Collecting,0.000000,0.922826
Releasing,0.000000,0.922826
Conveying,0.000000,0.922826
Travel empty,589222.100939,0.922826
Travel loaded,1018674.790630,0.922826
Offset travel empty,0.000000,0.922826
Offset travel loaded,0.000000,0.922826
Loading,591380.000000,0.922826
Unloading,591349.353427,0.922826
Setup,0.000000,0.922826
Utilize,0.000000,0.922826
Full,0.000000,0.922826
Not empty,0.000000,0.922826
Filling,0.000000,0.922826
Mixing,0.000000,0.922826
Flowing,0.000000,0.922826
Allocated idle,0.000000,0.922826
Change over,0.000000,0.922826
Preprocessing,0.000000,0.922826
Postprocessing,0.000000,0.922826
Inspecting,0.000000,0.922826
Operating,0.000000,0.922826
Purging,0.000000,0.922826
Cleaning,0.000000,0.922826
Accelerating,0.000000,0.922826
Maxspeed,0.000000,0.922826
Decelerating,0.000000,0.922826
Accumulating,0.000000,0.922826
Idle,67930.336118,0.922826
Blocked,164713.418887,0.922826
Empty,0.000000,0.922826
Waiting for operator,730.000000,0.922826
Waiting for transporter,0.000000,0.922826
Breakdown,0.000000,0.922826
Down,0.000000,0.922826
Starved,0.000000,0.922826
Repair,0.000000,0.922826
Maintenance,0.000000,0.922826
Lunch,0.000000,0.922826
On break,0.000000,0.922826
Suspend,0.000000,0.922826
Available,0.000000,0.922826
Standby,0.000000,0.922826
Stopped,0.000000,0.922826
Waiting,0.000000,0.922826
