State,Time,Utilization
Processing,0.000000,0.652093
Busy,0.000000,0.652093
Generating,0.000000,0.652093
Collecting,0.000000,0.652093
Releasing,0.000000,0.652093
Parking,11260.000000,0.652093
Conveying,0.000000,0.652093
Travel empty,2246724.294907,0.652093
Travel loaded,2172252.625485,0.652093
Offset travel empty,0.000000,0.652093
Offset travel loaded,0.000000,0.652093
Loading,742800.000000,0.652093
Unloading,742750.000000,0.652093
Setup,0.000000,0.652093
Utilize,0.000000,0.652093
Full,0.000000,0.652093
Not empty,0.000000,0.652093
Filling,0.000000,0.652093
Mixing,0.000000,0.652093
Flowing,0.000000,0.652093
Allocated idle,0.000000,0.652093
Change over,0.000000,0.652093
Preprocessing,0.000000,0.652093
Postprocessing,0.000000,0.652093
Inspecting,0.000000,0.652093
Operating,0.000000,0.652093
Purging,0.000000,0.652093
Cleaning,0.000000,0.652093
Accelerating,0.000000,0.652093
Maxspeed,0.000000,0.652093
Decelerating,0.000000,0.652093
Accumulating,0.000000,0.652093
Idle,1150827.052928,0.652093
Blocked,2005386.026680,0.652093
Empty,0.000000,0.652093
Waiting for transporter,0.000000,0.652093
Breakdown,0.000000,0.652093
Down,0.000000,0.652093
Starved,0.000000,0.652093
Repair,0.000000,0.652093
Maintenance,0.000000,0.652093
Lunch,0.000000,0.652093
On break,0.000000,0.652093
Suspend,0.000000,0.652093
Available,0.000000,0.652093
Standby,0.000000,0.652093
Stopped,0.000000,0.652093
Waiting,0.000000,0.652093
