State,Time,Utilization
Processing,0.000000,0.650852
Busy,0.000000,0.650852
Generating,0.000000,0.650852
Collecting,0.000000,0.650852
Releasing,0.000000,0.650852
Conveying,0.000000,0.650852
Travel empty,2246724.294907,0.650852
Travel loaded,2172252.625485,0.650852
Offset travel empty,0.000000,0.650852
Offset travel loaded,0.000000,0.650852
Loading,742800.000000,0.650852
Unloading,742750.000000,0.650852
Setup,0.000000,0.650852
Utilize,0.000000,0.650852
Full,0.000000,0.650852
Not empty,0.000000,0.650852
Filling,0.000000,0.650852
Mixing,0.000000,0.650852
Flowing,0.000000,0.650852
Allocated idle,0.000000,0.650852
Change over,0.000000,0.650852
Preprocessing,0.000000,0.650852
Postprocessing,0.000000,0.650852
Inspecting,0.000000,0.650852
Operating,0.000000,0.650852
Purging,0.000000,0.650852
Cleaning,0.000000,0.650852
Accelerating,0.000000,0.650852
Maxspeed,0.000000,0.650852
Decelerating,0.000000,0.650852
Accumulating,0.000000,0.650852
Idle,1150827.052928,0.650852
Blocked,2005386.026680,0.650852
Empty,0.000000,0.650852
Waiting for operator,11260.000000,0.650852
Waiting for transporter,0.000000,0.650852
Breakdown,0.000000,0.650852
Down,0.000000,0.650852
Starved,0.000000,0.650852
Repair,0.000000,0.650852
Maintenance,0.000000,0.650852
Lunch,0.000000,0.650852
On break,0.000000,0.650852
Suspend,0.000000,0.650852
Available,0.000000,0.650852
Standby,0.000000,0.650852
Stopped,0.000000,0.650852
Waiting,0.000000,0.650852
