State,Time,Utilization
Processing,0.000000,0.600604
Busy,0.000000,0.600604
Generating,0.000000,0.600604
Collecting,0.000000,0.600604
Releasing,0.000000,0.600604
Conveying,0.000000,0.600604
Travel empty,2235540.888405,0.600604
Travel loaded,2071377.108843,0.600604
Offset travel empty,0.000000,0.600604
Offset travel loaded,0.000000,0.600604
Loading,570900.000000,0.600604
Unloading,570862.861151,0.600604
Setup,0.000000,0.600604
Utilize,0.000000,0.600604
Full,0.000000,0.600604
Not empty,0.000000,0.600604
Filling,0.000000,0.600604
Mixing,0.000000,0.600604
Flowing,0.000000,0.600604
Allocated idle,0.000000,0.600604
Change over,0.000000,0.600604
Preprocessing,0.000000,0.600604
Postprocessing,0.000000,0.600604
Inspecting,0.000000,0.600604
Operating,0.000000,0.600604
Purging,0.000000,0.600604
Cleaning,0.000000,0.600604
Accelerating,0.000000,0.600604
Maxspeed,0.000000,0.600604
Decelerating,0.000000,0.600604
Accumulating,0.000000,0.600604
Idle,1641267.218410,0.600604
Blocked,1092482.630248,0.600604
Empty,0.000000,0.600604
Waiting for operator,889569.292944,0.600604
Waiting for transporter,0.000000,0.600604
Breakdown,0.000000,0.600604
Down,0.000000,0.600604
Starved,0.000000,0.600604
Repair,0.000000,0.600604
Maintenance,0.000000,0.600604
Lunch,0.000000,0.600604
On break,0.000000,0.600604
Suspend,0.000000,0.600604
Available,0.000000,0.600604
Standby,0.000000,0.600604
Stopped,0.000000,0.600604
Waiting,0.000000,0.600604
