State,Time,Utilization
Processing,0.000000,0.848860
Busy,0.000000,0.848860
Generating,0.000000,0.848860
Collecting,0.000000,0.848860
Releasing,0.000000,0.848860
Parking,467409.987198,0.848860
Conveying,0.000000,0.848860
Travel empty,949866.468626,0.848860
Travel loaded,1721136.398955,0.848860
Offset travel empty,0.000000,0.848860
Offset travel loaded,0.000000,0.848860
Loading,997860.995824,0.848860
Unloading,997632.785665,0.848860
Setup,0.000000,0.848860
Utilize,0.000000,0.848860
Full,0.000000,0.848860
Not empty,0.000000,0.848860
Filling,0.000000,0.848860
Mixing,0.000000,0.848860
Flowing,0.000000,0.848860
Allocated idle,0.000000,0.848860
Change over,0.000000,0.848860
Preprocessing,0.000000,0.848860
Postprocessing,0.000000,0.848860
Inspecting,0.000000,0.848860
Operating,0.000000,0.848860
Purging,0.000000,0.848860
Cleaning,0.000000,0.848860
Accelerating,0.000000,0.848860
Maxspeed,0.000000,0.848860
Decelerating,0.000000,0.848860
Accumulating,0.000000,0.848860
Idle,261455.318127,0.848860
Blocked,652638.045605,0.848860
Empty,0.000000,0.848860
Waiting for transporter,0.000000,0.848860
Breakdown,0.000000,0.848860
Down,0.000000,0.848860
Starved,0.000000,0.848860
Repair,0.000000,0.848860
Maintenance,0.000000,0.848860
Lunch,0.000000,0.848860
On break,0.000000,0.848860
Suspend,0.000000,0.848860
Available,0.000000,0.848860
Standby,0.000000,0.848860
Stopped,0.000000,0.848860
Waiting,0.000000,0.848860
