State,Time,Utilization
Processing,0.000000,0.771577
Busy,0.000000,0.771577
Generating,0.000000,0.771577
Collecting,0.000000,0.771577
Releasing,0.000000,0.771577
Conveying,0.000000,0.771577
Travel empty,949866.468626,0.771577
Travel loaded,1721136.398955,0.771577
Offset travel empty,0.000000,0.771577
Offset travel loaded,0.000000,0.771577
Loading,997860.995824,0.771577
Unloading,997632.785665,0.771577
Setup,0.000000,0.771577
Utilize,0.000000,0.771577
Full,0.000000,0.771577
Not empty,0.000000,0.771577
Filling,0.000000,0.771577
Mixing,0.000000,0.771577
Flowing,0.000000,0.771577
Allocated idle,0.000000,0.771577
Change over,0.000000,0.771577
Preprocessing,0.000000,0.771577
Postprocessing,0.000000,0.771577
Inspecting,0.000000,0.771577
Operating,0.000000,0.771577
Purging,0.000000,0.771577
Cleaning,0.000000,0.771577
Accelerating,0.000000,0.771577
Maxspeed,0.000000,0.771577
Decelerating,0.000000,0.771577
Accumulating,0.000000,0.771577
Idle,261455.318127,0.771577
Blocked,652638.045605,0.771577
Empty,0.000000,0.771577
Waiting for operator,467409.987198,0.771577
Waiting for transporter,0.000000,0.771577
Breakdown,0.000000,0.771577
Down,0.000000,0.771577
Starved,0.000000,0.771577
Repair,0.000000,0.771577
Maintenance,0.000000,0.771577
Lunch,0.000000,0.771577
On break,0.000000,0.771577
Suspend,0.000000,0.771577
Available,0.000000,0.771577
Standby,0.000000,0.771577
Stopped,0.000000,0.771577
Waiting,0.000000,0.771577
