State,Time,Utilization
Processing,0.000000,0.604945
Busy,0.000000,0.604945
Generating,0.000000,0.604945
Collecting,0.000000,0.604945
Releasing,0.000000,0.604945
Parking,199640.000000,0.604945
Conveying,0.000000,0.604945
Travel empty,814754.418665,0.604945
Travel loaded,1142143.498896,0.604945
Offset travel empty,0.000000,0.604945
Offset travel loaded,0.000000,0.604945
Loading,751146.839419,0.604945
Unloading,751022.957014,0.604945
Setup,0.000000,0.604945
Utilize,0.000000,0.604945
Full,0.000000,0.604945
Not empty,0.000000,0.604945
Filling,0.000000,0.604945
Mixing,0.000000,0.604945
Flowing,0.000000,0.604945
Allocated idle,0.000000,0.604945
Change over,0.000000,0.604945
Preprocessing,0.000000,0.604945
Postprocessing,0.000000,0.604945
Inspecting,0.000000,0.604945
Operating,0.000000,0.604945
Purging,0.000000,0.604945
Cleaning,0.000000,0.604945
Accelerating,0.000000,0.604945
Maxspeed,0.000000,0.604945
Decelerating,0.000000,0.604945
Accumulating,0.000000,0.604945
Idle,558902.714118,0.604945
Blocked,1830389.571889,0.604945
Empty,0.000000,0.604945
Waiting for transporter,0.000000,0.604945
Breakdown,0.000000,0.604945
Down,0.000000,0.604945
Starved,0.000000,0.604945
Repair,0.000000,0.604945
Maintenance,0.000000,0.604945
Lunch,0.000000,0.604945
On break,0.000000,0.604945
Suspend,0.000000,0.604945
Available,0.000000,0.604945
Standby,0.000000,0.604945
Stopped,0.000000,0.604945
Waiting,0.000000,0.604945
