State,Time,Utilization
Processing,0.000000,0.984034
Busy,0.000000,0.984034
Generating,0.000000,0.984034
Collecting,0.000000,0.984034
Releasing,0.000000,0.984034
Parking,389100.000000,0.984034
Conveying,0.000000,0.984034
Travel empty,1014572.458977,0.984034
Travel loaded,930276.398184,0.984034
Offset travel empty,0.000000,0.984034
Offset travel loaded,0.000000,0.984034
Loading,320900.000000,0.984034
Unloading,320870.000000,0.984034
Setup,0.000000,0.984034
Utilize,0.000000,0.984034
Full,0.000000,0.984034
Not empty,0.000000,0.984034
Filling,0.000000,0.984034
Mixing,0.000000,0.984034
Flowing,0.000000,0.984034
Allocated idle,0.000000,0.984034
Change over,0.000000,0.984034
Preprocessing,0.000000,0.984034
Postprocessing,0.000000,0.984034
Inspecting,0.000000,0.984034
Operating,0.000000,0.984034
Purging,0.000000,0.984034
Cleaning,0.000000,0.984034
Accelerating,0.000000,0.984034
Maxspeed,0.000000,0.984034
Decelerating,0.000000,0.984034
Accumulating,0.000000,0.984034
Idle,14260.014167,0.984034
Blocked,34021.128672,0.984034
Empty,0.000000,0.984034
Waiting for transporter,0.000000,0.984034
Breakdown,0.000000,0.984034
Down,0.000000,0.984034
Starved,0.000000,0.984034
Repair,0.000000,0.984034
Maintenance,0.000000,0.984034
Lunch,0.000000,0.984034
On break,0.000000,0.984034
Suspend,0.000000,0.984034
Available,0.000000,0.984034
Standby,0.000000,0.984034
Stopped,0.000000,0.984034
Waiting,0.000000,0.984034
