State,Time,Utilization
Processing,0.000000,0.601517
Busy,0.000000,0.601517
Generating,0.000000,0.601517
Collecting,0.000000,0.601517
Releasing,0.000000,0.601517
Parking,215720.000000,0.601517
Conveying,0.000000,0.601517
Travel empty,1382257.160019,0.601517
Travel loaded,1817394.679490,0.601517
Offset travel empty,0.000000,0.601517
Offset travel loaded,0.000000,0.601517
Loading,1020868.838289,0.601517
Unloading,1020720.677751,0.601517
Setup,0.000000,0.601517
Utilize,0.000000,0.601517
Full,0.000000,0.601517
Not empty,0.000000,0.601517
Filling,0.000000,0.601517
Mixing,0.000000,0.601517
Flowing,0.000000,0.601517
Allocated idle,0.000000,0.601517
Change over,0.000000,0.601517
Preprocessing,0.000000,0.601517
Postprocessing,0.000000,0.601517
Inspecting,0.000000,0.601517
Operating,0.000000,0.601517
Purging,0.000000,0.601517
Cleaning,0.000000,0.601517
Accelerating,0.000000,0.601517
Maxspeed,0.000000,0.601517
Decelerating,0.000000,0.601517
Accumulating,0.000000,0.601517
Idle,661887.663084,0.601517
Blocked,2953150.981367,0.601517
Empty,0.000000,0.601517
Waiting for transporter,0.000000,0.601517
Breakdown,0.000000,0.601517
Down,0.000000,0.601517
Starved,0.000000,0.601517
Repair,0.000000,0.601517
Maintenance,0.000000,0.601517
Lunch,0.000000,0.601517
On break,0.000000,0.601517
Suspend,0.000000,0.601517
Available,0.000000,0.601517
Standby,0.000000,0.601517
Stopped,0.000000,0.601517
Waiting,0.000000,0.601517
