State,Time,Utilization
Processing,0.000000,0.577738
Busy,0.000000,0.577738
Generating,0.000000,0.577738
Collecting,0.000000,0.577738
Releasing,0.000000,0.577738
Conveying,0.000000,0.577738
Travel empty,1382257.160019,0.577738
Travel loaded,1817394.679490,0.577738
Offset travel empty,0.000000,0.577738
Offset travel loaded,0.000000,0.577738
Loading,1020868.838289,0.577738
Unloading,1020720.677751,0.577738
Setup,0.000000,0.577738
Utilize,0.000000,0.577738
Full,0.000000,0.577738
Not empty,0.000000,0.577738
Filling,0.000000,0.577738
Mixing,0.000000,0.577738
Flowing,0.000000,0.577738
Allocated idle,0.000000,0.577738
Change over,0.000000,0.577738
Preprocessing,0.000000,0.577738
Postprocessing,0.000000,0.577738
Inspecting,0.000000,0.577738
Operating,0.000000,0.577738
Purging,0.000000,0.577738
Cleaning,0.000000,0.577738
Accelerating,0.000000,0.577738
Maxspeed,0.000000,0.577738
Decelerating,0.000000,0.577738
Accumulating,0.000000,0.577738
Idle,661887.663084,0.577738
Blocked,2953150.981367,0.577738
Empty,0.000000,0.577738
Waiting for operator,215720.000000,0.577738
Waiting for transporter,0.000000,0.577738
Breakdown,0.000000,0.577738
Down,0.000000,0.577738
Starved,0.000000,0.577738
Repair,0.000000,0.577738
Maintenance,0.000000,0.577738
Lunch,0.000000,0.577738
On break,0.000000,0.577738
Suspend,0.000000,0.577738
Available,0.000000,0.577738
Standby,0.000000,0.577738
Stopped,0.000000,0.577738
Waiting,0.000000,0.577738
