State,Time,Utilization
Processing,0.000000,0.984428
Busy,0.000000,0.984428
Generating,0.000000,0.984428
Collecting,0.000000,0.984428
Releasing,0.000000,0.984428
Parking,294100.000000,0.984428
Conveying,0.000000,0.984428
Travel empty,1077415.677867,0.984428
Travel loaded,1031429.221816,0.984428
Offset travel empty,0.000000,0.984428
Offset travel loaded,0.000000,0.984428
Loading,286990.000000,0.984428
Unloading,286975.250851,0.984428
Setup,0.000000,0.984428
Utilize,0.000000,0.984428
Full,0.000000,0.984428
Not empty,0.000000,0.984428
Filling,0.000000,0.984428
Mixing,0.000000,0.984428
Flowing,0.000000,0.984428
Allocated idle,0.000000,0.984428
Change over,0.000000,0.984428
Preprocessing,0.000000,0.984428
Postprocessing,0.000000,0.984428
Inspecting,0.000000,0.984428
Operating,0.000000,0.984428
Purging,0.000000,0.984428
Cleaning,0.000000,0.984428
Accelerating,0.000000,0.984428
Maxspeed,0.000000,0.984428
Decelerating,0.000000,0.984428
Accumulating,0.000000,0.984428
Idle,22876.475681,0.984428
Blocked,24213.373785,0.984428
Empty,0.000000,0.984428
Waiting for transporter,0.000000,0.984428
Breakdown,0.000000,0.984428
Down,0.000000,0.984428
Starved,0.000000,0.984428
Repair,0.000000,0.984428
Maintenance,0.000000,0.984428
Lunch,0.000000,0.984428
On break,0.000000,0.984428
Suspend,0.000000,0.984428
Available,0.000000,0.984428
Standby,0.000000,0.984428
Stopped,0.000000,0.984428
Waiting,0.000000,0.984428
