State,Time,Utilization
Processing,0.000000,0.662156
Busy,0.000000,0.662156
Generating,0.000000,0.662156
Collecting,0.000000,0.662156
Releasing,0.000000,0.662156
Conveying,0.000000,0.662156
Travel empty,1025005.059121,0.662156
Travel loaded,1477184.272607,0.662156
Offset travel empty,0.000000,0.662156
Offset travel loaded,0.000000,0.662156
Loading,751330.075598,0.662156
Unloading,751202.536147,0.662156
Setup,0.000000,0.662156
Utilize,0.000000,0.662156
Full,0.000000,0.662156
Not empty,0.000000,0.662156
Filling,0.000000,0.662156
Mixing,0.000000,0.662156
Flowing,0.000000,0.662156
Allocated idle,0.000000,0.662156
Change over,0.000000,0.662156
Preprocessing,0.000000,0.662156
Postprocessing,0.000000,0.662156
Inspecting,0.000000,0.662156
Operating,0.000000,0.662156
Purging,0.000000,0.662156
Cleaning,0.000000,0.662156
Accelerating,0.000000,0.662156
Maxspeed,0.000000,0.662156
Decelerating,0.000000,0.662156
Accumulating,0.000000,0.662156
Idle,387051.188062,0.662156
Blocked,1213126.868465,0.662156
Empty,0.000000,0.662156
Waiting for operator,443100.000000,0.662156
Waiting for transporter,0.000000,0.662156
Breakdown,0.000000,0.662156
Down,0.000000,0.662156
Starved,0.000000,0.662156
Repair,0.000000,0.662156
Maintenance,0.000000,0.662156
Lunch,0.000000,0.662156
On break,0.000000,0.662156
Suspend,0.000000,0.662156
Available,0.000000,0.662156
Standby,0.000000,0.662156
Stopped,0.000000,0.662156
Waiting,0.000000,0.662156
