State,Time,Utilization
Processing,0.000000,0.735420
Busy,0.000000,0.735420
Generating,0.000000,0.735420
Collecting,0.000000,0.735420
Releasing,0.000000,0.735420
Parking,443100.000000,0.735420
Conveying,0.000000,0.735420
Travel empty,1025005.059121,0.735420
Travel loaded,1477184.272607,0.735420
Offset travel empty,0.000000,0.735420
Offset travel loaded,0.000000,0.735420
Loading,751330.075598,0.735420
Unloading,751202.536147,0.735420
Setup,0.000000,0.735420
Utilize,0.000000,0.735420
Full,0.000000,0.735420
Not empty,0.000000,0.735420
Filling,0.000000,0.735420
Mixing,0.000000,0.735420
Flowing,0.000000,0.735420
Allocated idle,0.000000,0.735420
Change over,0.000000,0.735420
Preprocessing,0.000000,0.735420
Postprocessing,0.000000,0.735420
Inspecting,0.000000,0.735420
Operating,0.000000,0.735420
Purging,0.000000,0.735420
Cleaning,0.000000,0.735420
Accelerating,0.000000,0.735420
Maxspeed,0.000000,0.735420
Decelerating,0.000000,0.735420
Accumulating,0.000000,0.735420
Idle,387051.188062,0.735420
Blocked,1213126.868465,0.735420
Empty,0.000000,0.735420
Waiting for transporter,0.000000,0.735420
Breakdown,0.000000,0.735420
Down,0.000000,0.735420
Starved,0.000000,0.735420
Repair,0.000000,0.735420
Maintenance,0.000000,0.735420
Lunch,0.000000,0.735420
On break,0.000000,0.735420
Suspend,0.000000,0.735420
Available,0.000000,0.735420
Standby,0.000000,0.735420
Stopped,0.000000,0.735420
Waiting,0.000000,0.735420
