State,Time,Utilization
Processing,0.000000,0.726581
Busy,0.000000,0.726581
Generating,0.000000,0.726581
Collecting,0.000000,0.726581
Releasing,0.000000,0.726581
Conveying,0.000000,0.726581
Travel empty,1779088.075644,0.726581
Travel loaded,2488001.323209,0.726581
Offset travel empty,0.000000,0.726581
Offset travel loaded,0.000000,0.726581
Loading,1162290.208290,0.726581
Unloading,1162160.158979,0.726581
Setup,0.000000,0.726581
Utilize,0.000000,0.726581
Full,0.000000,0.726581
Not empty,0.000000,0.726581
Filling,0.000000,0.726581
Mixing,0.000000,0.726581
Flowing,0.000000,0.726581
Allocated idle,0.000000,0.726581
Change over,0.000000,0.726581
Preprocessing,0.000000,0.726581
Postprocessing,0.000000,0.726581
Inspecting,0.000000,0.726581
Operating,0.000000,0.726581
Purging,0.000000,0.726581
Cleaning,0.000000,0.726581
Accelerating,0.000000,0.726581
Maxspeed,0.000000,0.726581
Decelerating,0.000000,0.726581
Accumulating,0.000000,0.726581
Idle,328699.344677,0.726581
Blocked,1119726.955640,0.726581
Empty,0.000000,0.726581
Waiting for operator,1032033.933561,0.726581
Waiting for transporter,0.000000,0.726581
Breakdown,0.000000,0.726581
Down,0.000000,0.726581
Starved,0.000000,0.726581
Repair,0.000000,0.726581
Maintenance,0.000000,0.726581
Lunch,0.000000,0.726581
On break,0.000000,0.726581
Suspend,0.000000,0.726581
Available,0.000000,0.726581
Standby,0.000000,0.726581
Stopped,0.000000,0.726581
Waiting,0.000000,0.726581
