State,Time,Utilization
Processing,0.000000,0.840341
Busy,0.000000,0.840341
Generating,0.000000,0.840341
Collecting,0.000000,0.840341
Releasing,0.000000,0.840341
Parking,1032033.933561,0.840341
Conveying,0.000000,0.840341
Travel empty,1779088.075644,0.840341
Travel loaded,2488001.323209,0.840341
Offset travel empty,0.000000,0.840341
Offset travel loaded,0.000000,0.840341
Loading,1162290.208290,0.840341
Unloading,1162160.158979,0.840341
Setup,0.000000,0.840341
Utilize,0.000000,0.840341
Full,0.000000,0.840341
Not empty,0.000000,0.840341
Filling,0.000000,0.840341
Mixing,0.000000,0.840341
Flowing,0.000000,0.840341
Allocated idle,0.000000,0.840341
Change over,0.000000,0.840341
Preprocessing,0.000000,0.840341
Postprocessing,0.000000,0.840341
Inspecting,0.000000,0.840341
Operating,0.000000,0.840341
Purging,0.000000,0.840341
Cleaning,0.000000,0.840341
Accelerating,0.000000,0.840341
Maxspeed,0.000000,0.840341
Decelerating,0.000000,0.840341
Accumulating,0.000000,0.840341
Idle,328699.344677,0.840341
Blocked,1119726.955640,0.840341
Empty,0.000000,0.840341
Waiting for transporter,0.000000,0.840341
Breakdown,0.000000,0.840341
Down,0.000000,0.840341
Starved,0.000000,0.840341
Repair,0.000000,0.840341
Maintenance,0.000000,0.840341
Lunch,0.000000,0.840341
On break,0.000000,0.840341
Suspend,0.000000,0.840341
Available,0.000000,0.840341
Standby,0.000000,0.840341
Stopped,0.000000,0.840341
Waiting,0.000000,0.840341
