State,Time,Utilization
Processing,0.000000,0.537720
Busy,0.000000,0.537720
Generating,0.000000,0.537720
Collecting,0.000000,0.537720
Releasing,0.000000,0.537720
Parking,393666.843975,0.537720
Conveying,0.000000,0.537720
Travel empty,1470108.551462,0.537720
Travel loaded,1511851.732964,0.537720
Offset travel empty,0.000000,0.537720
Offset travel loaded,0.000000,0.537720
Loading,751352.478943,0.537720
Unloading,751220.000000,0.537720
Setup,0.000000,0.537720
Utilize,0.000000,0.537720
Full,0.000000,0.537720
Not empty,0.000000,0.537720
Filling,0.000000,0.537720
Mixing,0.000000,0.537720
Flowing,0.000000,0.537720
Allocated idle,0.000000,0.537720
Change over,0.000000,0.537720
Preprocessing,0.000000,0.537720
Postprocessing,0.000000,0.537720
Inspecting,0.000000,0.537720
Operating,0.000000,0.537720
Purging,0.000000,0.537720
Cleaning,0.000000,0.537720
Accelerating,0.000000,0.537720
Maxspeed,0.000000,0.537720
Decelerating,0.000000,0.537720
Accumulating,0.000000,0.537720
Idle,1125808.324947,0.537720
Blocked,3067992.067710,0.537720
Empty,0.000000,0.537720
Waiting for transporter,0.000000,0.537720
Breakdown,0.000000,0.537720
Down,0.000000,0.537720
Starved,0.000000,0.537720
Repair,0.000000,0.537720
Maintenance,0.000000,0.537720
Lunch,0.000000,0.537720
On break,0.000000,0.537720
Suspend,0.000000,0.537720
Available,0.000000,0.537720
Standby,0.000000,0.537720
Stopped,0.000000,0.537720
Waiting,0.000000,0.537720
