State,Time,Utilization
Processing,0.000000,0.494327
Busy,0.000000,0.494327
Generating,0.000000,0.494327
Collecting,0.000000,0.494327
Releasing,0.000000,0.494327
Conveying,0.000000,0.494327
Travel empty,1470108.551462,0.494327
Travel loaded,1511851.732964,0.494327
Offset travel empty,0.000000,0.494327
Offset travel loaded,0.000000,0.494327
Loading,751352.478943,0.494327
Unloading,751220.000000,0.494327
Setup,0.000000,0.494327
Utilize,0.000000,0.494327
Full,0.000000,0.494327
Not empty,0.000000,0.494327
Filling,0.000000,0.494327
Mixing,0.000000,0.494327
Flowing,0.000000,0.494327
Allocated idle,0.000000,0.494327
Change over,0.000000,0.494327
Preprocessing,0.000000,0.494327
Postprocessing,0.000000,0.494327
Inspecting,0.000000,0.494327
Operating,0.000000,0.494327
Purging,0.000000,0.494327
Cleaning,0.000000,0.494327
Accelerating,0.000000,0.494327
Maxspeed,0.000000,0.494327
Decelerating,0.000000,0.494327
Accumulating,0.000000,0.494327
Idle,1125808.324947,0.494327
Blocked,3067992.067710,0.494327
Empty,0.000000,0.494327
Waiting for operator,393666.843975,0.494327
Waiting for transporter,0.000000,0.494327
Breakdown,0.000000,0.494327
Down,0.000000,0.494327
Starved,0.000000,0.494327
Repair,0.000000,0.494327
Maintenance,0.000000,0.494327
Lunch,0.000000,0.494327
On break,0.000000,0.494327
Suspend,0.000000,0.494327
Available,0.000000,0.494327
Standby,0.000000,0.494327
Stopped,0.000000,0.494327
Waiting,0.000000,0.494327
