State,Time,Utilization
Processing,0.000000,0.869690
Busy,0.000000,0.869690
Generating,0.000000,0.869690
Collecting,0.000000,0.869690
Releasing,0.000000,0.869690
Parking,1723064.836195,0.869690
Conveying,0.000000,0.869690
Travel empty,2501518.760325,0.869690
Travel loaded,2162547.774659,0.869690
Offset travel empty,0.000000,0.869690
Offset travel loaded,0.000000,0.869690
Loading,751367.879442,0.869690
Unloading,751330.000000,0.869690
Setup,0.000000,0.869690
Utilize,0.000000,0.869690
Full,0.000000,0.869690
Not empty,0.000000,0.869690
Filling,0.000000,0.869690
Mixing,0.000000,0.869690
Flowing,0.000000,0.869690
Allocated idle,0.000000,0.869690
Change over,0.000000,0.869690
Preprocessing,0.000000,0.869690
Postprocessing,0.000000,0.869690
Inspecting,0.000000,0.869690
Operating,0.000000,0.869690
Purging,0.000000,0.869690
Cleaning,0.000000,0.869690
Accelerating,0.000000,0.869690
Maxspeed,0.000000,0.869690
Decelerating,0.000000,0.869690
Accumulating,0.000000,0.869690
Idle,395301.703557,0.869690
Blocked,786869.045822,0.869690
Empty,0.000000,0.869690
Waiting for transporter,0.000000,0.869690
Breakdown,0.000000,0.869690
Down,0.000000,0.869690
Starved,0.000000,0.869690
Repair,0.000000,0.869690
Maintenance,0.000000,0.869690
Lunch,0.000000,0.869690
On break,0.000000,0.869690
Suspend,0.000000,0.869690
Available,0.000000,0.869690
Standby,0.000000,0.869690
Stopped,0.000000,0.869690
Waiting,0.000000,0.869690
