State,Time,Utilization
Processing,0.000000,0.679758
Busy,0.000000,0.679758
Generating,0.000000,0.679758
Collecting,0.000000,0.679758
Releasing,0.000000,0.679758
Conveying,0.000000,0.679758
Travel empty,2501518.760325,0.679758
Travel loaded,2162547.774659,0.679758
Offset travel empty,0.000000,0.679758
Offset travel loaded,0.000000,0.679758
Loading,751367.879442,0.679758
Unloading,751330.000000,0.679758
Setup,0.000000,0.679758
Utilize,0.000000,0.679758
Full,0.000000,0.679758
Not empty,0.000000,0.679758
Filling,0.000000,0.679758
Mixing,0.000000,0.679758
Flowing,0.000000,0.679758
Allocated idle,0.000000,0.679758
Change over,0.000000,0.679758
Preprocessing,0.000000,0.679758
Postprocessing,0.000000,0.679758
Inspecting,0.000000,0.679758
Operating,0.000000,0.679758
Purging,0.000000,0.679758
Cleaning,0.000000,0.679758
Accelerating,0.000000,0.679758
Maxspeed,0.000000,0.679758
Decelerating,0.000000,0.679758
Accumulating,0.000000,0.679758
Idle,395301.703557,0.679758
Blocked,786869.045822,0.679758
Empty,0.000000,0.679758
Waiting for operator,1723064.836195,0.679758
Waiting for transporter,0.000000,0.679758
Breakdown,0.000000,0.679758
Down,0.000000,0.679758
Starved,0.000000,0.679758
Repair,0.000000,0.679758
Maintenance,0.000000,0.679758
Lunch,0.000000,0.679758
On break,0.000000,0.679758
Suspend,0.000000,0.679758
Available,0.000000,0.679758
Standby,0.000000,0.679758
Stopped,0.000000,0.679758
Waiting,0.000000,0.679758
