State,Time,Utilization
Processing,0.000000,0.955798
Busy,0.000000,0.955798
Generating,0.000000,0.955798
Collecting,0.000000,0.955798
Releasing,0.000000,0.955798
Parking,333638.290560,0.955798
Conveying,0.000000,0.955798
Travel empty,718374.898340,0.955798
Travel loaded,908362.073676,0.955798
Offset travel empty,0.000000,0.955798
Offset travel loaded,0.000000,0.955798
Loading,464997.964118,0.955798
Unloading,464960.000000,0.955798
Setup,0.000000,0.955798
Utilize,0.000000,0.955798
Full,0.000000,0.955798
Not empty,0.000000,0.955798
Filling,0.000000,0.955798
Mixing,0.000000,0.955798
Flowing,0.000000,0.955798
Allocated idle,0.000000,0.955798
Change over,0.000000,0.955798
Preprocessing,0.000000,0.955798
Postprocessing,0.000000,0.955798
Inspecting,0.000000,0.955798
Operating,0.000000,0.955798
Purging,0.000000,0.955798
Cleaning,0.000000,0.955798
Accelerating,0.000000,0.955798
Maxspeed,0.000000,0.955798
Decelerating,0.000000,0.955798
Accumulating,0.000000,0.955798
Idle,80738.421251,0.955798
Blocked,52928.352054,0.955798
Empty,0.000000,0.955798
Waiting for transporter,0.000000,0.955798
Breakdown,0.000000,0.955798
Down,0.000000,0.955798
Starved,0.000000,0.955798
Repair,0.000000,0.955798
Maintenance,0.000000,0.955798
Lunch,0.000000,0.955798
On break,0.000000,0.955798
Suspend,0.000000,0.955798
Available,0.000000,0.955798
Standby,0.000000,0.955798
Stopped,0.000000,0.955798
Waiting,0.000000,0.955798
