State,Time,Utilization
Processing,0.000000,0.845468
Busy,0.000000,0.845468
Generating,0.000000,0.845468
Collecting,0.000000,0.845468
Releasing,0.000000,0.845468
Conveying,0.000000,0.845468
Travel empty,718374.898340,0.845468
Travel loaded,908362.073676,0.845468
Offset travel empty,0.000000,0.845468
Offset travel loaded,0.000000,0.845468
Loading,464997.964118,0.845468
Unloading,464960.000000,0.845468
Setup,0.000000,0.845468
Utilize,0.000000,0.845468
Full,0.000000,0.845468
Not empty,0.000000,0.845468
Filling,0.000000,0.845468
Mixing,0.000000,0.845468
Flowing,0.000000,0.845468
Allocated idle,0.000000,0.845468
Change over,0.000000,0.845468
Preprocessing,0.000000,0.845468
Postprocessing,0.000000,0.845468
Inspecting,0.000000,0.845468
Operating,0.000000,0.845468
Purging,0.000000,0.845468
Cleaning,0.000000,0.845468
Accelerating,0.000000,0.845468
Maxspeed,0.000000,0.845468
Decelerating,0.000000,0.845468
Accumulating,0.000000,0.845468
Idle,80738.421251,0.845468
Blocked,52928.352054,0.845468
Empty,0.000000,0.845468
Waiting for operator,333638.290560,0.845468
Waiting for transporter,0.000000,0.845468
Breakdown,0.000000,0.845468
Down,0.000000,0.845468
Starved,0.000000,0.845468
Repair,0.000000,0.845468
Maintenance,0.000000,0.845468
Lunch,0.000000,0.845468
On break,0.000000,0.845468
Suspend,0.000000,0.845468
Available,0.000000,0.845468
Standby,0.000000,0.845468
Stopped,0.000000,0.845468
Waiting,0.000000,0.845468
