State,Time,Utilization
Processing,0.000000,0.445567
Busy,0.000000,0.445567
Generating,0.000000,0.445567
Collecting,0.000000,0.445567
Releasing,0.000000,0.445567
Conveying,0.000000,0.445567
Travel empty,1596471.451742,0.445567
Travel loaded,1554280.088877,0.445567
Offset travel empty,0.000000,0.445567
Offset travel loaded,0.000000,0.445567
Loading,445745.071315,0.445567
Unloading,445684.885424,0.445567
Setup,0.000000,0.445567
Utilize,0.000000,0.445567
Full,0.000000,0.445567
Not empty,0.000000,0.445567
Filling,0.000000,0.445567
Mixing,0.000000,0.445567
Flowing,0.000000,0.445567
Allocated idle,0.000000,0.445567
Change over,0.000000,0.445567
Preprocessing,0.000000,0.445567
Postprocessing,0.000000,0.445567
Inspecting,0.000000,0.445567
Operating,0.000000,0.445567
Purging,0.000000,0.445567
Cleaning,0.000000,0.445567
Accelerating,0.000000,0.445567
Maxspeed,0.000000,0.445567
Decelerating,0.000000,0.445567
Accumulating,0.000000,0.445567
Idle,3026860.960708,0.445567
Blocked,2001017.541934,0.445567
Empty,0.000000,0.445567
Waiting for operator,1940.000000,0.445567
Waiting for transporter,0.000000,0.445567
Breakdown,0.000000,0.445567
Down,0.000000,0.445567
Starved,0.000000,0.445567
Repair,0.000000,0.445567
Maintenance,0.000000,0.445567
Lunch,0.000000,0.445567
On break,0.000000,0.445567
Suspend,0.000000,0.445567
Available,0.000000,0.445567
Standby,0.000000,0.445567
Stopped,0.000000,0.445567
Waiting,0.000000,0.445567
