State,Time,Utilization
Processing,0.000000,0.942081
Busy,0.000000,0.942081
Generating,0.000000,0.942081
Collecting,0.000000,0.942081
Releasing,0.000000,0.942081
Parking,640984.700695,0.942081
Conveying,0.000000,0.942081
Travel empty,2074192.381663,0.942081
Travel loaded,1925702.360884,0.942081
Offset travel empty,0.000000,0.942081
Offset travel loaded,0.000000,0.942081
Loading,528436.970898,0.942081
Unloading,528390.000000,0.942081
Setup,0.000000,0.942081
Utilize,0.000000,0.942081
Full,0.000000,0.942081
Not empty,0.000000,0.942081
Filling,0.000000,0.942081
Mixing,0.000000,0.942081
Flowing,0.000000,0.942081
Allocated idle,0.000000,0.942081
Change over,0.000000,0.942081
Preprocessing,0.000000,0.942081
Postprocessing,0.000000,0.942081
Inspecting,0.000000,0.942081
Operating,0.000000,0.942081
Purging,0.000000,0.942081
Cleaning,0.000000,0.942081
Accelerating,0.000000,0.942081
Maxspeed,0.000000,0.942081
Decelerating,0.000000,0.942081
Accumulating,0.000000,0.942081
Idle,239946.589565,0.942081
Blocked,110346.996295,0.942081
Empty,0.000000,0.942081
Waiting for transporter,0.000000,0.942081
Breakdown,0.000000,0.942081
Down,0.000000,0.942081
Starved,0.000000,0.942081
Repair,0.000000,0.942081
Maintenance,0.000000,0.942081
Lunch,0.000000,0.942081
On break,0.000000,0.942081
Suspend,0.000000,0.942081
Available,0.000000,0.942081
Standby,0.000000,0.942081
Stopped,0.000000,0.942081
Waiting,0.000000,0.942081
