State,Time,Utilization
Processing,0.000000,0.836098
Busy,0.000000,0.836098
Generating,0.000000,0.836098
Collecting,0.000000,0.836098
Releasing,0.000000,0.836098
Conveying,0.000000,0.836098
Travel empty,2074192.381663,0.836098
Travel loaded,1925702.360884,0.836098
Offset travel empty,0.000000,0.836098
Offset travel loaded,0.000000,0.836098
Loading,528436.970898,0.836098
Unloading,528390.000000,0.836098
Setup,0.000000,0.836098
Utilize,0.000000,0.836098
Full,0.000000,0.836098
Not empty,0.000000,0.836098
Filling,0.000000,0.836098
Mixing,0.000000,0.836098
Flowing,0.000000,0.836098
Allocated idle,0.000000,0.836098
Change over,0.000000,0.836098
Preprocessing,0.000000,0.836098
Postprocessing,0.000000,0.836098
Inspecting,0.000000,0.836098
Operating,0.000000,0.836098
Purging,0.000000,0.836098
Cleaning,0.000000,0.836098
Accelerating,0.000000,0.836098
Maxspeed,0.000000,0.836098
Decelerating,0.000000,0.836098
Accumulating,0.000000,0.836098
Idle,239946.589565,0.836098
Blocked,110346.996295,0.836098
Empty,0.000000,0.836098
Waiting for operator,640984.700695,0.836098
Waiting for transporter,0.000000,0.836098
Breakdown,0.000000,0.836098
Down,0.000000,0.836098
Starved,0.000000,0.836098
Repair,0.000000,0.836098
Maintenance,0.000000,0.836098
Lunch,0.000000,0.836098
On break,0.000000,0.836098
Suspend,0.000000,0.836098
Available,0.000000,0.836098
Standby,0.000000,0.836098
Stopped,0.000000,0.836098
Waiting,0.000000,0.836098
