State,Time,Utilization
Processing,0.000000,0.510197
Busy,0.000000,0.510197
Generating,0.000000,0.510197
Collecting,0.000000,0.510197
Releasing,0.000000,0.510197
Conveying,0.000000,0.510197
Travel empty,496976.581032,0.510197
Travel loaded,1086377.002089,0.510197
Offset travel empty,0.000000,0.510197
Offset travel loaded,0.000000,0.510197
Loading,751225.195723,0.510197
Unloading,751091.537863,0.510197
Setup,0.000000,0.510197
Utilize,0.000000,0.510197
Full,0.000000,0.510197
Not empty,0.000000,0.510197
Filling,0.000000,0.510197
Mixing,0.000000,0.510197
Flowing,0.000000,0.510197
Allocated idle,0.000000,0.510197
Change over,0.000000,0.510197
Preprocessing,0.000000,0.510197
Postprocessing,0.000000,0.510197
Inspecting,0.000000,0.510197
Operating,0.000000,0.510197
Purging,0.000000,0.510197
Cleaning,0.000000,0.510197
Accelerating,0.000000,0.510197
Maxspeed,0.000000,0.510197
Decelerating,0.000000,0.510197
Accumulating,0.000000,0.510197
Idle,431706.264568,0.510197
Blocked,2323223.418725,0.510197
Empty,0.000000,0.510197
Waiting for operator,207400.000000,0.510197
Waiting for transporter,0.000000,0.510197
Breakdown,0.000000,0.510197
Down,0.000000,0.510197
Starved,0.000000,0.510197
Repair,0.000000,0.510197
Maintenance,0.000000,0.510197
Lunch,0.000000,0.510197
On break,0.000000,0.510197
Suspend,0.000000,0.510197
Available,0.000000,0.510197
Standby,0.000000,0.510197
Stopped,0.000000,0.510197
Waiting,0.000000,0.510197
