State,Time,Utilization
Processing,0.000000,0.549087
Busy,0.000000,0.549087
Generating,0.000000,0.549087
Collecting,0.000000,0.549087
Releasing,0.000000,0.549087
Conveying,0.000000,0.549087
Travel empty,1147374.201988,0.549087
Travel loaded,1792103.833786,0.549087
Offset travel empty,0.000000,0.549087
Offset travel loaded,0.000000,0.549087
Loading,1021002.130016,0.549087
Unloading,1020839.883558,0.549087
Setup,0.000000,0.549087
Utilize,0.000000,0.549087
Full,0.000000,0.549087
Not empty,0.000000,0.549087
Filling,0.000000,0.549087
Mixing,0.000000,0.549087
Flowing,0.000000,0.549087
Allocated idle,0.000000,0.549087
Change over,0.000000,0.549087
Preprocessing,0.000000,0.549087
Postprocessing,0.000000,0.549087
Inspecting,0.000000,0.549087
Operating,0.000000,0.549087
Purging,0.000000,0.549087
Cleaning,0.000000,0.549087
Accelerating,0.000000,0.549087
Maxspeed,0.000000,0.549087
Decelerating,0.000000,0.549087
Accumulating,0.000000,0.549087
Idle,311666.846100,0.549087
Blocked,3203831.089400,0.549087
Empty,0.000000,0.549087
Waiting for operator,575182.015152,0.549087
Waiting for transporter,0.000000,0.549087
Breakdown,0.000000,0.549087
Down,0.000000,0.549087
Starved,0.000000,0.549087
Repair,0.000000,0.549087
Maintenance,0.000000,0.549087
Lunch,0.000000,0.549087
On break,0.000000,0.549087
Suspend,0.000000,0.549087
Available,0.000000,0.549087
Standby,0.000000,0.549087
Stopped,0.000000,0.549087
Waiting,0.000000,0.549087
