State,Time,Utilization
Processing,0.000000,0.893485
Busy,0.000000,0.893485
Generating,0.000000,0.893485
Collecting,0.000000,0.893485
Releasing,0.000000,0.893485
Conveying,0.000000,0.893485
Travel empty,558861.512392,0.893485
Travel loaded,986862.192337,0.893485
Offset travel empty,0.000000,0.893485
Offset travel loaded,0.000000,0.893485
Loading,578129.717298,0.893485
Unloading,578044.909318,0.893485
Setup,0.000000,0.893485
Utilize,0.000000,0.893485
Full,0.000000,0.893485
Not empty,0.000000,0.893485
Filling,0.000000,0.893485
Mixing,0.000000,0.893485
Flowing,0.000000,0.893485
Allocated idle,0.000000,0.893485
Change over,0.000000,0.893485
Preprocessing,0.000000,0.893485
Postprocessing,0.000000,0.893485
Inspecting,0.000000,0.893485
Operating,0.000000,0.893485
Purging,0.000000,0.893485
Cleaning,0.000000,0.893485
Accelerating,0.000000,0.893485
Maxspeed,0.000000,0.893485
Decelerating,0.000000,0.893485
Accumulating,0.000000,0.893485
Idle,106138.512571,0.893485
Blocked,42911.478468,0.893485
Empty,0.000000,0.893485
Waiting for operator,173051.677616,0.893485
Waiting for transporter,0.000000,0.893485
Breakdown,0.000000,0.893485
Down,0.000000,0.893485
Starved,0.000000,0.893485
Repair,0.000000,0.893485
Maintenance,0.000000,0.893485
Lunch,0.000000,0.893485
On break,0.000000,0.893485
Suspend,0.000000,0.893485
Available,0.000000,0.893485
Standby,0.000000,0.893485
Stopped,0.000000,0.893485
Waiting,0.000000,0.893485
