State,Time,Utilization
Processing,0.000000,0.933882
Busy,0.000000,0.933882
Generating,0.000000,0.933882
Collecting,0.000000,0.933882
Releasing,0.000000,0.933882
Parking,76668.800589,0.933882
Conveying,0.000000,0.933882
Travel empty,462153.936094,0.933882
Travel loaded,965487.675744,0.933882
Offset travel empty,0.000000,0.933882
Offset travel loaded,0.000000,0.933882
Loading,659920.000000,0.933882
Unloading,659830.000000,0.933882
Setup,0.000000,0.933882
Utilize,0.000000,0.933882
Full,0.000000,0.933882
Not empty,0.000000,0.933882
Filling,0.000000,0.933882
Mixing,0.000000,0.933882
Flowing,0.000000,0.933882
Allocated idle,0.000000,0.933882
Change over,0.000000,0.933882
Preprocessing,0.000000,0.933882
Postprocessing,0.000000,0.933882
Inspecting,0.000000,0.933882
Operating,0.000000,0.933882
Purging,0.000000,0.933882
Cleaning,0.000000,0.933882
Accelerating,0.000000,0.933882
Maxspeed,0.000000,0.933882
Decelerating,0.000000,0.933882
Accumulating,0.000000,0.933882
Idle,108767.225185,0.933882
Blocked,91172.362388,0.933882
Empty,0.000000,0.933882
Waiting for transporter,0.000000,0.933882
Breakdown,0.000000,0.933882
Down,0.000000,0.933882
Starved,0.000000,0.933882
Repair,0.000000,0.933882
Maintenance,0.000000,0.933882
Lunch,0.000000,0.933882
On break,0.000000,0.933882
Suspend,0.000000,0.933882
Available,0.000000,0.933882
Standby,0.000000,0.933882
Stopped,0.000000,0.933882
Waiting,0.000000,0.933882
