State,Time,Utilization
Processing,0.000000,0.735620
Busy,0.000000,0.735620
Generating,0.000000,0.735620
Collecting,0.000000,0.735620
Releasing,0.000000,0.735620
Conveying,0.000000,0.735620
Travel empty,825090.466623,0.735620
Travel loaded,1630757.540823,0.735620
Offset travel empty,0.000000,0.735620
Offset travel loaded,0.000000,0.735620
Loading,996711.432078,0.735620
Unloading,996469.881158,0.735620
Setup,0.000000,0.735620
Utilize,0.000000,0.735620
Full,0.000000,0.735620
Not empty,0.000000,0.735620
Filling,0.000000,0.735620
Mixing,0.000000,0.735620
Flowing,0.000000,0.735620
Allocated idle,0.000000,0.735620
Change over,0.000000,0.735620
Preprocessing,0.000000,0.735620
Postprocessing,0.000000,0.735620
Inspecting,0.000000,0.735620
Operating,0.000000,0.735620
Purging,0.000000,0.735620
Cleaning,0.000000,0.735620
Accelerating,0.000000,0.735620
Maxspeed,0.000000,0.735620
Decelerating,0.000000,0.735620
Accumulating,0.000000,0.735620
Idle,340202.254192,0.735620
Blocked,1254518.425126,0.735620
Empty,0.000000,0.735620
Waiting for operator,4250.000000,0.735620
Waiting for transporter,0.000000,0.735620
Breakdown,0.000000,0.735620
Down,0.000000,0.735620
Starved,0.000000,0.735620
Repair,0.000000,0.735620
Maintenance,0.000000,0.735620
Lunch,0.000000,0.735620
On break,0.000000,0.735620
Suspend,0.000000,0.735620
Available,0.000000,0.735620
Standby,0.000000,0.735620
Stopped,0.000000,0.735620
Waiting,0.000000,0.735620
