State,Time,Utilization
Processing,0.000000,0.736323
Busy,0.000000,0.736323
Generating,0.000000,0.736323
Collecting,0.000000,0.736323
Releasing,0.000000,0.736323
Parking,4250.000000,0.736323
Conveying,0.000000,0.736323
Travel empty,825090.466623,0.736323
Travel loaded,1630757.540823,0.736323
Offset travel empty,0.000000,0.736323
Offset travel loaded,0.000000,0.736323
Loading,996711.432078,0.736323
Unloading,996469.881158,0.736323
Setup,0.000000,0.736323
Utilize,0.000000,0.736323
Full,0.000000,0.736323
Not empty,0.000000,0.736323
Filling,0.000000,0.736323
Mixing,0.000000,0.736323
Flowing,0.000000,0.736323
Allocated idle,0.000000,0.736323
Change over,0.000000,0.736323
Preprocessing,0.000000,0.736323
Postprocessing,0.000000,0.736323
Inspecting,0.000000,0.736323
Operating,0.000000,0.736323
Purging,0.000000,0.736323
Cleaning,0.000000,0.736323
Accelerating,0.000000,0.736323
Maxspeed,0.000000,0.736323
Decelerating,0.000000,0.736323
Accumulating,0.000000,0.736323
Idle,340202.254192,0.736323
Blocked,1254518.425126,0.736323
Empty,0.000000,0.736323
Waiting for transporter,0.000000,0.736323
Breakdown,0.000000,0.736323
Down,0.000000,0.736323
Starved,0.000000,0.736323
Repair,0.000000,0.736323
Maintenance,0.000000,0.736323
Lunch,0.000000,0.736323
On break,0.000000,0.736323
Suspend,0.000000,0.736323
Available,0.000000,0.736323
Standby,0.000000,0.736323
Stopped,0.000000,0.736323
Waiting,0.000000,0.736323
