State,Time,Utilization
Processing,0.000000,0.634445
Busy,0.000000,0.634445
Generating,0.000000,0.634445
Collecting,0.000000,0.634445
Releasing,0.000000,0.634445
Conveying,0.000000,0.634445
Travel empty,994241.857476,0.634445
Travel loaded,2149663.380230,0.634445
Offset travel empty,0.000000,0.634445
Offset travel loaded,0.000000,0.634445
Loading,1306072.142721,0.634445
Unloading,1305707.268351,0.634445
Setup,0.000000,0.634445
Utilize,0.000000,0.634445
Full,0.000000,0.634445
Not empty,0.000000,0.634445
Filling,0.000000,0.634445
Mixing,0.000000,0.634445
Flowing,0.000000,0.634445
Allocated idle,0.000000,0.634445
Change over,0.000000,0.634445
Preprocessing,0.000000,0.634445
Postprocessing,0.000000,0.634445
Inspecting,0.000000,0.634445
Operating,0.000000,0.634445
Purging,0.000000,0.634445
Cleaning,0.000000,0.634445
Accelerating,0.000000,0.634445
Maxspeed,0.000000,0.634445
Decelerating,0.000000,0.634445
Accumulating,0.000000,0.634445
Idle,232527.362266,0.634445
Blocked,2634251.497425,0.634445
Empty,0.000000,0.634445
Waiting for operator,449536.491532,0.634445
Waiting for transporter,0.000000,0.634445
Breakdown,0.000000,0.634445
Down,0.000000,0.634445
Starved,0.000000,0.634445
Repair,0.000000,0.634445
Maintenance,0.000000,0.634445
Lunch,0.000000,0.634445
On break,0.000000,0.634445
Suspend,0.000000,0.634445
Available,0.000000,0.634445
Standby,0.000000,0.634445
Stopped,0.000000,0.634445
Waiting,0.000000,0.634445
