State,Time,Utilization
Processing,0.000000,0.683997
Busy,0.000000,0.683997
Generating,0.000000,0.683997
Collecting,0.000000,0.683997
Releasing,0.000000,0.683997
Parking,449536.491532,0.683997
Conveying,0.000000,0.683997
Travel empty,994241.857476,0.683997
Travel loaded,2149663.380230,0.683997
Offset travel empty,0.000000,0.683997
Offset travel loaded,0.000000,0.683997
Loading,1306072.142721,0.683997
Unloading,1305707.268351,0.683997
Setup,0.000000,0.683997
Utilize,0.000000,0.683997
Full,0.000000,0.683997
Not empty,0.000000,0.683997
Filling,0.000000,0.683997
Mixing,0.000000,0.683997
Flowing,0.000000,0.683997
Allocated idle,0.000000,0.683997
Change over,0.000000,0.683997
Preprocessing,0.000000,0.683997
Postprocessing,0.000000,0.683997
Inspecting,0.000000,0.683997
Operating,0.000000,0.683997
Purging,0.000000,0.683997
Cleaning,0.000000,0.683997
Accelerating,0.000000,0.683997
Maxspeed,0.000000,0.683997
Decelerating,0.000000,0.683997
Accumulating,0.000000,0.683997
Idle,232527.362266,0.683997
Blocked,2634251.497425,0.683997
Empty,0.000000,0.683997
Waiting for transporter,0.000000,0.683997
Breakdown,0.000000,0.683997
Down,0.000000,0.683997
Starved,0.000000,0.683997
Repair,0.000000,0.683997
Maintenance,0.000000,0.683997
Lunch,0.000000,0.683997
On break,0.000000,0.683997
Suspend,0.000000,0.683997
Available,0.000000,0.683997
Standby,0.000000,0.683997
Stopped,0.000000,0.683997
Waiting,0.000000,0.683997
