State,Time,Utilization
Processing,0.000000,0.612393
Busy,0.000000,0.612393
Generating,0.000000,0.612393
Collecting,0.000000,0.612393
Releasing,0.000000,0.612393
Parking,2110.000000,0.612393
Conveying,0.000000,0.612393
Travel empty,456896.445161,0.612393
Travel loaded,685010.914837,0.612393
Offset travel empty,0.000000,0.612393
Offset travel loaded,0.000000,0.612393
Loading,353940.000000,0.612393
Unloading,353920.000000,0.612393
Setup,0.000000,0.612393
Utilize,0.000000,0.612393
Full,0.000000,0.612393
Not empty,0.000000,0.612393
Filling,0.000000,0.612393
Mixing,0.000000,0.612393
Flowing,0.000000,0.612393
Allocated idle,0.000000,0.612393
Change over,0.000000,0.612393
Preprocessing,0.000000,0.612393
Postprocessing,0.000000,0.612393
Inspecting,0.000000,0.612393
Operating,0.000000,0.612393
Purging,0.000000,0.612393
Cleaning,0.000000,0.612393
Accelerating,0.000000,0.612393
Maxspeed,0.000000,0.612393
Decelerating,0.000000,0.612393
Accumulating,0.000000,0.612393
Idle,852418.364264,0.612393
Blocked,319704.275738,0.612393
Empty,0.000000,0.612393
Waiting for transporter,0.000000,0.612393
Breakdown,0.000000,0.612393
Down,0.000000,0.612393
Starved,0.000000,0.612393
Repair,0.000000,0.612393
Maintenance,0.000000,0.612393
Lunch,0.000000,0.612393
On break,0.000000,0.612393
Suspend,0.000000,0.612393
Available,0.000000,0.612393
Standby,0.000000,0.612393
Stopped,0.000000,0.612393
Waiting,0.000000,0.612393
