State,Time,Utilization
Processing,0.000000,0.682271
Busy,0.000000,0.682271
Generating,0.000000,0.682271
Collecting,0.000000,0.682271
Releasing,0.000000,0.682271
Parking,770.000000,0.682271
Conveying,0.000000,0.682271
Travel empty,1577120.179005,0.682271
Travel loaded,1536034.717730,0.682271
Offset travel empty,0.000000,0.682271
Offset travel loaded,0.000000,0.682271
Loading,506232.779346,0.682271
Unloading,506214.706642,0.682271
Setup,0.000000,0.682271
Utilize,0.000000,0.682271
Full,0.000000,0.682271
Not empty,0.000000,0.682271
Filling,0.000000,0.682271
Mixing,0.000000,0.682271
Flowing,0.000000,0.682271
Allocated idle,0.000000,0.682271
Change over,0.000000,0.682271
Preprocessing,0.000000,0.682271
Postprocessing,0.000000,0.682271
Inspecting,0.000000,0.682271
Operating,0.000000,0.682271
Purging,0.000000,0.682271
Cleaning,0.000000,0.682271
Accelerating,0.000000,0.682271
Maxspeed,0.000000,0.682271
Decelerating,0.000000,0.682271
Accumulating,0.000000,0.682271
Idle,1001674.972790,0.682271
Blocked,919952.644488,0.682271
Empty,0.000000,0.682271
Waiting for transporter,0.000000,0.682271
Breakdown,0.000000,0.682271
Down,0.000000,0.682271
Starved,0.000000,0.682271
Repair,0.000000,0.682271
Maintenance,0.000000,0.682271
Lunch,0.000000,0.682271
On break,0.000000,0.682271
Suspend,0.000000,0.682271
Available,0.000000,0.682271
Standby,0.000000,0.682271
Stopped,0.000000,0.682271
Waiting,0.000000,0.682271
