State,Time,Utilization
Processing,0.000000,0.910990
Busy,0.000000,0.910990
Generating,0.000000,0.910990
Collecting,0.000000,0.910990
Releasing,0.000000,0.910990
Parking,691917.934677,0.910990
Conveying,0.000000,0.910990
Travel empty,1172733.413334,0.910990
Travel loaded,1731352.868587,0.910990
Offset travel empty,0.000000,0.910990
Offset travel loaded,0.000000,0.910990
Loading,956884.639954,0.910990
Unloading,956778.287488,0.910990
Setup,0.000000,0.910990
Utilize,0.000000,0.910990
Full,0.000000,0.910990
Not empty,0.000000,0.910990
Filling,0.000000,0.910990
Mixing,0.000000,0.910990
Flowing,0.000000,0.910990
Allocated idle,0.000000,0.910990
Change over,0.000000,0.910990
Preprocessing,0.000000,0.910990
Postprocessing,0.000000,0.910990
Inspecting,0.000000,0.910990
Operating,0.000000,0.910990
Purging,0.000000,0.910990
Cleaning,0.000000,0.910990
Accelerating,0.000000,0.910990
Maxspeed,0.000000,0.910990
Decelerating,0.000000,0.910990
Accumulating,0.000000,0.910990
Idle,147014.975856,0.910990
Blocked,391317.880104,0.910990
Empty,0.000000,0.910990
Waiting for transporter,0.000000,0.910990
Breakdown,0.000000,0.910990
Down,0.000000,0.910990
Starved,0.000000,0.910990
Repair,0.000000,0.910990
Maintenance,0.000000,0.910990
Lunch,0.000000,0.910990
On break,0.000000,0.910990
Suspend,0.000000,0.910990
Available,0.000000,0.910990
Standby,0.000000,0.910990
Stopped,0.000000,0.910990
Waiting,0.000000,0.910990
