State,Time,Utilization
Processing,0.000000,0.796586
Busy,0.000000,0.796586
Generating,0.000000,0.796586
Collecting,0.000000,0.796586
Releasing,0.000000,0.796586
Conveying,0.000000,0.796586
Travel empty,1172733.413334,0.796586
Travel loaded,1731352.868587,0.796586
Offset travel empty,0.000000,0.796586
Offset travel loaded,0.000000,0.796586
Loading,956884.639954,0.796586
Unloading,956778.287488,0.796586
Setup,0.000000,0.796586
Utilize,0.000000,0.796586
Full,0.000000,0.796586
Not empty,0.000000,0.796586
Filling,0.000000,0.796586
Mixing,0.000000,0.796586
Flowing,0.000000,0.796586
Allocated idle,0.000000,0.796586
Change over,0.000000,0.796586
Preprocessing,0.000000,0.796586
Postprocessing,0.000000,0.796586
Inspecting,0.000000,0.796586
Operating,0.000000,0.796586
Purging,0.000000,0.796586
Cleaning,0.000000,0.796586
Accelerating,0.000000,0.796586
Maxspeed,0.000000,0.796586
Decelerating,0.000000,0.796586
Accumulating,0.000000,0.796586
Idle,147014.975856,0.796586
Blocked,391317.880104,0.796586
Empty,0.000000,0.796586
Waiting for operator,691917.934677,0.796586
Waiting for transporter,0.000000,0.796586
Breakdown,0.000000,0.796586
Down,0.000000,0.796586
Starved,0.000000,0.796586
Repair,0.000000,0.796586
Maintenance,0.000000,0.796586
Lunch,0.000000,0.796586
On break,0.000000,0.796586
Suspend,0.000000,0.796586
Available,0.000000,0.796586
Standby,0.000000,0.796586
Stopped,0.000000,0.796586
Waiting,0.000000,0.796586
