State,Time,Utilization
Processing,0.000000,0.942953
Busy,0.000000,0.942953
Generating,0.000000,0.942953
Collecting,0.000000,0.942953
Releasing,0.000000,0.942953
Conveying,0.000000,0.942953
Travel empty,1084386.219104,0.942953
Travel loaded,1053603.749701,0.942953
Offset travel empty,0.000000,0.942953
Offset travel loaded,0.000000,0.942953
Loading,356760.000000,0.942953
Unloading,356740.000000,0.942953
Setup,0.000000,0.942953
Utilize,0.000000,0.942953
Full,0.000000,0.942953
Not empty,0.000000,0.942953
Filling,0.000000,0.942953
Mixing,0.000000,0.942953
Flowing,0.000000,0.942953
Allocated idle,0.000000,0.942953
Change over,0.000000,0.942953
Preprocessing,0.000000,0.942953
Postprocessing,0.000000,0.942953
Inspecting,0.000000,0.942953
Operating,0.000000,0.942953
Purging,0.000000,0.942953
Cleaning,0.000000,0.942953
Accelerating,0.000000,0.942953
Maxspeed,0.000000,0.942953
Decelerating,0.000000,0.942953
Accumulating,0.000000,0.942953
Idle,81763.743966,0.942953
Blocked,89676.287229,0.942953
Empty,0.000000,0.942953
Waiting for operator,1070.000000,0.942953
Waiting for transporter,0.000000,0.942953
Breakdown,0.000000,0.942953
Down,0.000000,0.942953
Starved,0.000000,0.942953
Repair,0.000000,0.942953
Maintenance,0.000000,0.942953
Lunch,0.000000,0.942953
On break,0.000000,0.942953
Suspend,0.000000,0.942953
Available,0.000000,0.942953
Standby,0.000000,0.942953
Stopped,0.000000,0.942953
Waiting,0.000000,0.942953
