State,Time,Utilization
Processing,0.000000,0.943307
Busy,0.000000,0.943307
Generating,0.000000,0.943307
Collecting,0.000000,0.943307
Releasing,0.000000,0.943307
Parking,1070.000000,0.943307
Conveying,0.000000,0.943307
Travel empty,1084386.219104,0.943307
Travel loaded,1053603.749701,0.943307
Offset travel empty,0.000000,0.943307
Offset travel loaded,0.000000,0.943307
Loading,356760.000000,0.943307
Unloading,356740.000000,0.943307
Setup,0.000000,0.943307
Utilize,0.000000,0.943307
Full,0.000000,0.943307
Not empty,0.000000,0.943307
Filling,0.000000,0.943307
Mixing,0.000000,0.943307
Flowing,0.000000,0.943307
Allocated idle,0.000000,0.943307
Change over,0.000000,0.943307
Preprocessing,0.000000,0.943307
Postprocessing,0.000000,0.943307
Inspecting,0.000000,0.943307
Operating,0.000000,0.943307
Purging,0.000000,0.943307
Cleaning,0.000000,0.943307
Accelerating,0.000000,0.943307
Maxspeed,0.000000,0.943307
Decelerating,0.000000,0.943307
Accumulating,0.000000,0.943307
Idle,81763.743966,0.943307
Blocked,89676.287229,0.943307
Empty,0.000000,0.943307
Waiting for transporter,0.000000,0.943307
Breakdown,0.000000,0.943307
Down,0.000000,0.943307
Starved,0.000000,0.943307
Repair,0.000000,0.943307
Maintenance,0.000000,0.943307
Lunch,0.000000,0.943307
On break,0.000000,0.943307
Suspend,0.000000,0.943307
Available,0.000000,0.943307
Standby,0.000000,0.943307
Stopped,0.000000,0.943307
Waiting,0.000000,0.943307
